PAGE,PAPER_LINK,PAPER_TITLE,PAPER_ABSTRACT
16,https://www.medrxiv.org/content/10.1101/2024.04.19.24306060v1,"Systematic Review of Knowledge, Attitudes, and Practices of Dairy Farmers and Consumers Towards Bovine Tuberculosis in Low- and Middle-Income Countries","AbstractBackground Bovine Tuberculosis (bTB), caused by Mycobacterium bovis, is a neglected zoonotic disease primarily associated with cattle. The incidence of bTB is highest in low-income settings with high cattle density and unpasteurised dairy consumption. Smallholder dairy farming has been steadily growing in low- and middle-income countries (LMICs) with limited professional support for adequate bTB surveillance and risk mitigation. Several studies have explored the knowledge, attitudes, and practices (KAP) of milk value chain’s stakeholders towards bTB in LMICs, but this evidence has not been collated and synthesised.Methodology We conducted a systematic review to determine what is known, believed, and done in relation to bTB among dairy producers and consumers in LMICs. We performed a systematic search of studies in OVID Medline, Scopus and CABI on 11 September 2023. KAP data were summarised using narrative synthesis and forest plots.Results We retrieved 2763 articles, retaining 51 for the review. Only studies from Africa (n=38) and Asia (n=13) met the eligibility criteria. Most populations reported awareness of human tuberculosis and knew it could be treated, but there was limited awareness of bTB and its zoonotic potential. Knowledge of bTB transmission routes and bTB mitigation varied and risky practices were also variable across populations. Inconsistencies in study design and survey tools suggest some results may have mid- to high risk of bias.Conclusions Awareness of bTB is surprisingly low among African and Asian populations with high bTB exposure risk, possibly due to the long-standing divide between animal and human health messages that has obscured the One Health implications of bTB. Addressing bTB in LMICs requires a structural One Health approach and standard KAP survey tools to adequately explore the socio-cultural, political, and economic processes and drivers favouring bTB spread and persistence."
16,https://www.medrxiv.org/content/10.1101/2024.04.19.24306069v1,Ochratoxin A status at birth is associated with reduced birthweight and ponderal index in rural Burkina Faso,"AbstractBackground Mycotoxin exposure during pregnancy has been associated with adverse birth outcomes and poor infant growth. We assessed multiple biomarkers and metabolites of exposure to mycotoxins at birth and their associations with birth outcomes and infant growth in 274 newborns in rural Burkina Faso.Methods and findings Whole blood microsamples were analyzed for mycotoxin concentrations in newborns in the Biospecimen sub-study nested in MISAME-III trial using ultra performance liquid chromatography coupled to tandem mass spectrometry. Unadjusted and adjusted associations between mycotoxin exposure, and birth outcomes and infant growth at 6 months were estimated using linear regression models for continuous outcomes and linear probability models with robust variance estimation for binary outcomes. Infant growth trajectories from birth to 6 months were compared by exposure status using mixed-effects models with random intercept for the individual infant and random slope for the infant’s age. Ochratoxin A (OTA) exposure was detected in 38.3% of newborns, with other mycotoxins being detected in the range of 0.36% and 4.01%. OTA exposure was significantly associated with adverse birth outcomes, such as lower birthweight (β (95% CI): −0.11 kg (−0.21, 0.00); p = 0.042) and ponderal index (β (95% CI): −0.62 gm/cm3 (−1.19, −0.05); p = 0.034), and a marginally significant lower height growth trajectories during the first 6 months (β (95% CI): −0.08 cm/mo (−0.15, 0.0); p = 0.057).Conclusions OTA exposure was prevalent among newborns and also associated with lower growth at birth and during the first 6 months. The results emphasize the importance of nutrition-sensitive strategies to mitigate dietary OTA, as well as adopting food safety measures in Burkina Faso during the fetal period of development."
16,https://www.medrxiv.org/content/10.1101/2024.04.19.24306082v1,"Long-Term Follow-Up Defines the Population That Benefits from Early Interception in a High-Risk Smoldering Multiple Myeloma Clinical Trial Using the Combination of Ixazomib, Lenalidomide, and Dexamethasone","AbstractBackground Early therapeutic intervention in high-risk SMM (HR-SMM) has demonstrated benefit in previous studies of lenalidomide with or without dexamethasone. Triplets and quadruplet studies have been examined in this same population. However, to date, none of these studies examined the impact of depth of response on long-term outcomes of participants treated with lenalidomide-based therapy, and whether the use of the 20/2/20 model or the addition of genomic alterations can further define the population that would benefit the most from early therapeutic intervention. Here, we present the results of the phase II study of the combination of ixazomib, lenalidomide, and dexamethasone in patients with HR-SMM with long-term follow-up and baseline single-cell tumor and immune sequencing that help refine the population to be treated for early intervention studies.Methods This is a phase II trial of ixazomib, lenalidomide, and dexamethasone (IRD) in HR-SMM. Patients received 9 cycles of induction therapy with ixazomib 4mg on days 1, 8, and 15; lenalidomide 25mg on days 1-21; and dexamethasone 40mg on days 1, 8, 15, and 22. The induction phase was followed by maintenance with ixazomib 4mg on days 1, 8, and 15; and lenalidomide 15mg d1-21 for 15 cycles for 24 months of treatment. The primary endpoint was progression-free survival after 2 years of therapy. Secondary endpoints included depth of response, biochemical progression, and correlative studies included single-cell RNA sequencing and/or whole-genome sequencing of the tumor and single-cell sequencing of immune cells at baseline.Results Fifty-five patients, with a median age of 64, were enrolled in the study. The overall response rate was 93%, with 31% of patients achieving a complete response and 45% achieving a very good partial response or better. The most common grade 3 or greater treatment-related hematologic toxicities were neutropenia (16 patients; 29%), leukopenia (10 patients; 18%), lymphocytopenia (8 patients; 15%), and thrombocytopenia (4 patients; 7%). Non-hematologic grade 3 or greater toxicities included hypophosphatemia (7 patients; 13%), rash (5 patients; 9%), and hypokalemia (4 patients; 7%). After a median follow-up of 50 months, the median progression-free survival (PFS) was 48.6 months (95% CI: 39.9 – not reached; NR) and median overall survival has not been reached. Patients achieving VGPR or better had a significantly better progression-free survival (p<0.001) compared to those who did not achieve VGPR (median PFS 58.2 months vs. 31.3 months). Biochemical progression preceded or was concurrent with the development of SLiM-CRAB criteria in eight patients during follow-up, indicating that biochemical progression is a meaningful endpoint that correlates with the development of end-organ damage. High-risk 20/2/20 participants had the worst PFS compared to low- and intermediate-risk participants. The use of whole genome or single-cell sequencing of tumor cells identified high-risk aberrations that were not identified by FISH alone and aided in the identification of participants at risk of progression. scRNA-seq analysis revealed a positive correlation between MHC class I expression and response to proteasome inhibition and at the same time a decreased proportion of GZMB+ T cells within the clonally expanded CD8+ T cell population correlated with suboptimal response.Conclusions Ixazomib, lenalidomide and dexamethasone in HR-SMM demonstrates significant clinical activity with an overall favorable safety profile. Achievement of VGPR or greater led to significant improvement in time to progression, suggesting that achieving deep response is beneficial in HR-SMM. Biochemical progression correlates with end-organ damage. Patients with high-risk FISH and lack of deep response had poor outcomes. ClinicalTrials.gov identifier: (NCT02916771)"
16,https://www.medrxiv.org/content/10.1101/2024.04.18.24305632v1,A variant prioritization tool leveraging multiple instance learning for rare Mendelian disease genomic testing,"AbstractBackground Genomic testing such as exome sequencing and genome sequencing is being widely utilized for diagnosing rare Mendelian disorders. Because of a large number of variants identified by these tests, interpreting the final list of variants and identifying the disease-causing variant even after filtering out likely benign variants could be labor-intensive and time-consuming. It becomes even more burdensome when various variant types such as structural variants need to be considered simultaneously with small variants. One way to accelerate the interpretation process is to have all variants accurately prioritized so that the most likely diagnostic variant(s) are clearly distinguished from the rest.Methods To comprehensively predict the genomic test results, we developed a deep learning based variant prioritization system that leverages multiple instance learning and feeds multiple variant types for variant prioritization. We additionally adopted learning to rank (LTR) for optimal prioritization. We retrospectively developed and validated the model with 5-fold cross-validation in 23,115 patients with suspected rare diseases who underwent whole exome sequencing. Furthermore, we conducted the ablation test to confirm the effectiveness of LTR and the importance of permutational features for model interpretation. We also compared the prioritization performance to publicly available variant prioritization tools.Results The model showed an average AUROC of 0.92 for the genomic test results. Further, the model had a hit rate of 96.8% at 5 when prioritizing single nucleotide variants (SNVs)/small insertions and deletions (INDELs) and copy number variants (CNVs) together, and a hit rate of 95.0% at 5 when prioritizing CNVs alone. Our model outperformed publicly available variant prioritization tools for SNV/INDEL only. In addition, the ablation test showed that the model using LTR significantly outperformed the baseline model that does not use LTR in variant prioritization (p=0.007).Conclusion A deep learning model leveraging multiple instance learning precisely predicted genetic testing conclusion while prioritizing multiple types of variants. This model is expected to accelerate the variant interpretation process in finding the disease-causing variants more quickly for rare genetic diseases."
17,https://www.medrxiv.org/content/10.1101/2024.04.19.24306042v1,Short-term stability of diluted treprostinil sodium for subcutaneous administration,"AbstractBackground The Remunity Pump for Remodulin (treprostinil) Injection is an infusion system indicated for use with subcutaneous treprostinil.Objective The objective was to assess the stability of diluted treprostinil sodium stored in Remunity pump cassettes.Methods Treprostinil’s chemical and physical stability were assessed over a 76-hour period at 40 degrees Celsius and 75% relative humidity after dilution to 0.01 mg/mL in sterile water for injection and 0.9% sodium chloride. Analyses were conducted via visual inspection, pH measurement, and a stability-indicating high-performance liquid chromatographic assay.Results At all time points, the treprostinil samples were consistently clear, colorless, and free of visible particulate matter, with pH levels 6.0-7.0. All assays were within 90.0%-110.0% of the label claim, with minimal variation.Conclusions Treprostinil diluted to 0.01 mg/mL was stable in Remunity pump cassettes for up to 76 hours at elevated temperature and humidity. No notable changes from label claim concentration values were observed."
17,https://www.medrxiv.org/content/10.1101/2024.04.18.24306046v1,"Multiparametric MRI Along with Machine Learning Informs on Molecular Underpinnings, Prognosis, and Treatment Response in Pediatric Low-Grade Glioma","AbstractIn this study, we present a comprehensive radiogenomic analysis of pediatric low-grade gliomas (pLGGs), combining treatment-naïve multiparametric MRI and RNA sequencing. We identified three immunological clusters using XCell enrichment scores, highlighting an ‘immune-hot’ group correlating with poorer prognosis, suggesting potential benefits from immunotherapies. A radiomic signature predicting immunological profiles showed balanced accuracies of 81.5% and 84.4% across discovery and replication cohorts, respectively. Our clinicoradiomic model predicted progression-free survival with concordance indices of 0.71 and 0.77 in these cohorts, and the clinicoradiomic scores correlated with treatment response (p = 0.001). We also explored germline variants and transcriptomic pathways related to clinicoradiomic risk, identifying those involved in tumor growth and immune responses. This is the first radiogenomic analysis in pLGGs that enhances prognostication by prediction of immunological profiles, assessment of patients’ risk of progression, prediction of treatment response to standard-of-care therapies, and early stratification of patients to identify potential candidates for novel therapies targeting specific pathways."
17,https://www.medrxiv.org/content/10.1101/2024.04.18.24303004v1,A qualitative exploration of barriers to efficient and effective Structured Medication Reviews in Primary Care: Findings from the DynAIRx study,"AbstractIntroduction Structured medication reviews (SMRs), introduced in the United Kingdom (UK) in 2020, aim to enhance shared decision-making in medication optimisation, particularly for patients with multimorbidity and polypharmacy. Despite its potential, there is limited empirical evidence on the implementation of SMRs, and the challenges faced in the process. This study is part of a larger DynAIRx (Artificial Intelligence for dynamic prescribing optimisation and care integration in multimorbidity) project which aims to introduce Artificial Intelligence (AI) to SMRs and develop machine learning models and visualisation tools for patients with multimorbidity. Here, we explore how SMRs are currently undertaken and what barriers are experienced by those involved in them.Methods Qualitative focus groups and semi-structured interviews took place between 2022-2023. Nine focus groups were conducted with doctors, pharmacists and clinical pharmacologists (n=21), and three patient focus groups with patients at high-risk of rapidly worsening health from multimorbidity (n=13). Five semi-structured interviews were held with 2 pharmacists, 1 trainee doctor, 1 policy-maker and 1 psychiatrist. Transcripts were analysed using a thematic approach.Results Two key themes limiting the effectiveness of SMRs in clinical practice were identified: ‘Medication Reviews in Practice’ and ‘Medication-related Challenges’. Participants noted limitations to the efficient and effectiveness of SMRs in practice including the scarcity of digital tools for identifying and prioritising patients for SMRs; organisational and patient-related challenges in inviting patients for SMRs and ensuring they attend; the time-intensive nature of SMRs, the need for multiple appointments and shared decision-making; the impact of the healthcare context on SMR delivery; poor communication and data sharing issues between primary and secondary care; difficulties in managing mental health medications and specific challenges associated with anticholinergic medication.Conclusion SMRs are complex, time consuming and medication optimisation may require multiple follow-up appointments to enable a comprehensive review. There is a need for a prescribing support system to identify, prioritise and reduce the time needed to understand the patient journey when dealing with large volumes of disparate clinical information in electronic health records. However, monitoring the effects of medication optimisation changes with a feedback loop can be challenging to establish and maintain using current electronic health record systems."
17,https://www.medrxiv.org/content/10.1101/2024.04.19.24306080v1,Health economic evaluation of lung cancer screening using a diagnostic blood test: the Early detection of Cancer of the Lung Scotland (ECLS),"AbstractBackground Diagnostic blood tests have the potential to identify lung cancer in people at high risk, which is important as detecting lung cancer at an early stage is associated with survival advantages. We conducted an economic evaluation to assess the cost-effectiveness of a lung cancer screening intervention, using the EarlyCDT®-Lung Test with subsequent x-ray and low-dose chest CT scans (LDCT) for patients with a positive test result, compared to both usual care and LDCT screening for the whole target population.Methods A lifetime analyses with a UK NHS and personal social services perspective was conducted using a decision model for a target population of 1,000 individuals, where model parameters came from the ECLS study and literature. The model simulated the probability distribution of stage at cancer detection (early vs. late) for each evaluated alternative. Quality adjusted life-years (QALY) assigned to patients were dependant on stage at detection during or after the screening period, costs were dependent on the diagnostic pathway followed by patients and on cancer stage at diagnosis. We estimated net monetary benefit (NMB) at policy relevant cost-effectiveness thresholds for base-case, deterministic sensitivity, and scenario analyses.Results The base case incremental NMB of the ECLS intervention compared to no screening was £33,179 (95% CI: -£81,396.4, £147,180) and £140,609 (95% CI: £36,255.1, £316,612) respectively for a cost-effectiveness threshold of £20,000 and £30,000 per QALY. The same figures compared with LDCT screening were £162,095 (95% CI: £52,698.3, £271,735) and £52,185 (95% CI: -£113,152, £220,711). A deterministic sensitivity analysis indicated parameter values that resulted in a change to cost-effectiveness results, for example: prevalence of lung cancer (1%-4%); relative prevalence of early stage lung cancer (25%-75%); cost of the EarlyCDT®-Lung Test (£59-£201.5); test sensitivity for early stage lung cancer (25%-75%); and specificity of the test (50%-100%). A scenario analysis confirmed that the EarlyCDT®-Lung Test performs better than a zero-cost random test and showed that if the sensitivity of the test is assumed 25% (rather than base case 52%) the ECLS intervention would be not cost effective at a £30,000 per QALY threshold.Limitations Lack of trial resource data for the within study analysis resulted in partial reliance on expert opinion. Some participants may have modified their smoking behaviour due to participation in the trial.Conclusions The base case analysis results estimated that the ECLS intervention is the most cost-effective screening alternative, with highest probability of being cost-effective, when compared to no screening or LDCT screening. This result may change with modifications of the parameters, prevalence of lung cancer and EarlyCDT®-Lung Test cost, suggesting that the three alternatives considered in the main analysis are potentially cost-effective depending on the disease risk of the target population and the cost of testing."
17,https://www.medrxiv.org/content/10.1101/2024.04.18.24305861v1,Phenotypic overlap between rare disease patients and variant carriers in a large population cohort informs biological mechanisms,"AbstractThe biological mechanisms giving rise to the extreme symptoms exhibited by rare disease patients are complex, heterogenous, and difficult to discern. Understanding these mechanisms is critical for developing treatments that address the underlying causes of diseases rather than merely the presenting symptoms. Moreover, the same dysfunctional biological mechanisms implicated in rare recessive diseases may also lead to milder and potentially preventable symptoms in carriers in the general population. Seizures are a common, extreme phenotype that can result from diverse and often elusive biological pathways in patients with ultrarare or undiagnosed disorders. In this pilot study, we present an approach to understand the biological pathways leading to seizures in patients from the Undiagnosed Diseases Network (UDN) by analyzing aggregated genotype and phenotype data from the UK Biobank (UKB). Specifically, we look for enriched phenotypes across UKB participants who harbor rare variants in the same gene known or suspected to be causally implicated in a UDN patient’s recessively manifesting disorder. Analyzing these milder but related associated phenotypes in UKB participants can provide insight into the disease-causing molecular mechanisms at play in the rare disease UDN patient. We present six vignettes of undiagnosed patients experiencing seizures as part of their recessive genetic condition, and we discuss the potential mechanisms underlying the spectrum of symptoms associated with UKB participants to the severe presentations exhibited by UDN patients. We find that in our set of rare disease patients, seizures may result from diverse, multi-step pathways that involve multiple body systems. Analyses of large-scale population cohorts such as the UKB can be a critical tool to further our understanding of rare diseases in general."
17,https://www.medrxiv.org/content/10.1101/2024.04.19.24306059v1,"Factors Associated with Non-and Incomplete Vaccination Among Children Aged 12-23 Months in Gindhir Rural District, Southeast Ethiopia: A Multinomial Analysis","AbstractBackground Childhood immunization is one of the most successful public health interventions that prevent children’s morbidity and mortality from Vaccine Preventable Diseases (VPDs). Despite this, achieving high vaccination coverage is still one of the pressing public health problems globally, particularly in low-and middle-income countries.Objective This study aims to identify factors associated with non- and incomplete vaccination status among children aged 12-23 months in Gindhir rural district, East Bale zone, Southeast Ethiopia.Methods A cross-sectional study supplemented with a qualitative study was conducted in the Gindhir district from April 25-June10/ 2021. A total of 563 mothers of children 12-23 months participated. Study participants were selected using computer-generated random numbers. The sample was proportionally allocated to the size of children 12-23 months in each kebele. An administered structured questionnaire was used to collect data using face-to-face interviews. Epi– data version 3.1 was used for data entry and SPSS version 25 software was used for data analysis. Bivariate and Multinomial logistic regression analysis was used to identify the determinants of vaccination status at a P value of less than 0.05. Seven in-depth interviews and two focused group discussions were conducted and analyzed manually by coding.Results -Totally 563 mothers/caregivers with children aged 12-23 months participated with a 96.6% response rate. Of the 563 children included in the study, 307 (54.5% [95%CI: 50.1-58.8]) were fully vaccinated, 142(25.5% [95%CI:21.7-29.1]) were incompletely vaccinated and 114 (20.2% [95%CI: 16.7-23.8]) were not vaccinated at all. Home delivery [3.46 (95%CI: 1.27-9.40)], absence of nearby health facility[4.84(95% CI: 1.75-13.39)], lack of transportation incur cost [2.75(95%CI:1.06-7.14)], mothers/caregivers negative perceived benefits of child vaccination [2.69(95%CI: 1.35-5.37)], mothers/caregivers poor knowledge about VPDs [2.78(95%CI: 1.14-5.30)] and vaccination schedule [5.54(95%CI: 2.74-11.22)], and negative attitude towards vaccination[2.01(95%CI: 1.01-3.98)] were identified as independent predictors of non-vaccination. While home delivery [6.85 (95%CI: 1.69-27.79)], lack of provision of counselling by health workers [2.19(95%CI: 1.13-4.27)], mothers/caregivers’ poor knowledge about VPDs [2.71(95%CI: 1.60-4.58)] and vaccination schedule [3.30(95%CI: 1.90-5.74)], and attitude towards vaccination [2.53(95%CI: 1.47-3.38)] were significantly associated with incomplete vaccination status.Conclusion Designing and implementing public health interventions tailored to locally identified problems is vital to narrow the observed variation in childhood vaccination status."
17,https://www.medrxiv.org/content/10.1101/2024.04.19.24306076v1,"Evaluating the effectiveness of the HPV vaccination programme in England, using regression discontinuity design","AbstractIn England, the National human papillomavirus (HPV) immunisation programme was introduced in 2008 to prevent cervical cancer. Girls aged 12 to 13 were offered routine vaccination, and those aged 14 to 18 years in 2008 were offered ‘catch-up’ vaccination. Using Census 2011, Hospital Episode Statistics and mortality data for the population of England, we exploit the cut-off in eligibility and apply a regression discontinuity design (RDD) to assess the impact of HPV vaccination on cervical disease. Vaccination reduced the incidence of cervical dysplasia and cancer diagnoses by 31% and 75% respectively at ages 23 to 30 years in girls offered catch-up vaccination at ages 17 to 18 years compared to those who were just above the eligibility age for the catch-up vaccination, with a clear discontinuity. Reductions continued amongst girls offered routine vaccination. These estimates obtained with a quasi-experimental approach are similar to vaccine effectiveness estimates based on more traditional approaches. This novel approach provides further evidence of the HPV vaccination programme reducing adverse cervical outcomes in young women and could be used for future studies to evaluate major changes in HPV vaccination policy and for studies of longer-term outcomes including other cancers and deaths."
17,https://www.medrxiv.org/content/10.1101/2024.04.19.24306065v1,"Conducting a survey of abortion-related knowledge, attitudes and practices amongst health professionals in Britain, strategies adopted and lessons learned: evidence from the SACHA Study","AbstractBackground Most surveys examining health professionals’ knowledge, attitudes and practices around abortion have used convenience samples and have targeted doctors. Our goal in the SACHA Study, drawing on evidence-based strategies to maximise response rates, was to achieve a representative sample of a wider range of health professionals, working in general practice, maternity services, pharmacies, sexual and reproductive health (SRH) clinics and specialist abortion services in Britain, to explore the knowledge, attitudes and experience of abortion care and views on future models of delivery.Methods A cross-sectional questionnaire-based survey of midwives, doctors, nurses and pharmacists in England, Scotland and Wales was undertaken between November, 2021 and July, 2022. We used a stratified cluster sampling approach to select a random sample of sites and all eligible staff within those services were asked to respond to the survey. Evidence-based strategies to maximise completion rates were adopted, including postal delivery of the one-page questionnaire with personal letter of invitation and a stamped address envelope for return, inclusion of an unconditional voucher and follow-up.Results Overall, 147 of the 314 (46.8%) health service sites randomly selected took part in the survey. Reasons for non-participation included local Research and Development (R&D) Department non-response, lack of resources or insufficient time to support or approve the study, lack of interest in or perceived relevance of the topic and insufficient capacity to take part, exacerbated by work demands during the COVID epidemic. Of the 1370 questionnaires sent to eligible identified participants within these services, 771 were completed and returned (56.3%). At the service level the highest proportion of returns was from SRH clinics (81.0%) and the lowest from general practice (32.4%). In relation to profession, returns were highest amongst midwives (69.6%) and lowest amongst pharmacists (36.5%).Conclusions Obtaining information about health professional knowledge, attitudes and practices is key to guide service development and policy and to identify gaps in training and service provision in abortion. Despite our attempts to gain a representative sample of health professionals, the challenges we experienced limited the representativeness of the sample, despite the use of an evidence-based strategy."
17,https://www.medrxiv.org/content/10.1101/2024.04.19.24306061v1,Metabolic reprogramming induced by periodic dietary restriction of animal products has beneficial effects on human health,"AbstractDietary interventions constitute powerful approaches for disease prevention and treatment. However, the molecular mechanisms through which diet affects health remain underexplored in humans. Here, we compare plasma metabolomic and proteomic profiles between dietary states for a unique group of individuals who alternate between omnivory and animal product restriction (APR) for religious reasons. We find that short-term APR is associated with extensive metabolic reprogramming not detected in a control group of continuously omnivorous individuals. We identify reductions in the levels of branched-chain amino acids and of most lipid classes, driving a metabolic profile associated with decreased risk for all-cause mortality. We show that 23% of APR-associated proteins are drug targets, and highlight eight proteins displaying the greatest magnitude of change upon APR (FGF21, FOLR2, SUMF2, HAVCR1, PLA2G1B, OXT, HPGDS, SPP1). We find that APR-associated reprogramming improves metabolic health and emphasise high-value targets for pharmacological intervention."
17,https://www.medrxiv.org/content/10.1101/2024.04.18.24306056v1,Pharmacodynamic effects of semorinemab on plasma and CSF biomarkers of Alzheimer’s disease pathophysiology,"ABSTRACTINTRODUCTION Semorinemab, an anti-tau monoclonal antibody, was evaluated in two Phase II trials as a disease-modifying treatment for Alzheimer’s disease (AD). Plasma and cerebrospinal fluid (CSF) samples were collected from trial participants to evaluate the pharmacodynamic effects of semorinemab and elucidate its mechanism of action.METHODS Qualified immunoassays were used to measure plasma and CSF biomarkers of tau, amyloidosis, glial activity, neuroinflammation, synaptic function, and neurodegeneration from participants enrolled in the Tauriel (NCT03289143) and Lauriet (NCT03828747) Phase II trials in prodromal-to-mild (P2M) and mild-to-moderate (M2M) AD.RESULTS Significant increases in plasma phosphorylated Tau 181 (pTau181) and CSF Chitinase-3-like protein 1 (YKL-40) followed administration of semorinemab in both studies. In the Lauriet study, plasma glial fibrillary protein (GFAP) levels rose progressively over the study period in the placebo group, but remained stable over time with the administration of semorinemab. In contrast, this was not observed in the Tauriel study. Semorinemab had no consistent impact on other biomarkers of AD pathophysiology that were evaluated.DISCUSSION Semorinemab engages and stabilizes plasma pTau181 in a manner consistent with previously reported data [1,2], and levels do not decrease after prolonged drug exposure. Increases to CSF YKL-40 suggest that semorinemab may stimulate microglia activation, while stabilization of plasma GFAP levels in Lauriet participants indicate that semorinemab may moderate reactive gliosis in M2M AD."
18,https://www.medrxiv.org/content/10.1101/2024.04.19.24305679v1,Genetic variants associated with longevity in long-living Indians,"ABSTRACTGenetic factors play a significant role in determining an individual’s longevity. The present study was aimed at identifying the genetic variants associated with longevity in Indian population. Long living individuals (LLIs), aged 85+, were compared with younger controls, aged 18-49 years, using data from GenomegaDB, a genetic database of Indians living in India. An in-house developed custom chip, having variants associated with various cancers, cardiovascular, neurological, gastro-intestinal, metabolic and auto-immune disorders, was used to generate genotype data. Logistic regression analysis with top five genetic principal components as covariates resulted in 11 variants to be significantly associated with longevity at a p-value threshold of 5×10−4. Alleles associated with slower heart rate (rs365990, MYH6), lower risk of osteoporosis and short body height (rs2982570, ESR1), decreased risk of schizophrenia (rs1339227, RIMS1-KCNQ5) and decreased risk of anxiety and neuroticism (rs391957, HSPA5) were found to have higher frequency in LLIs. Alleles associated with increased risk of atrial fibrillation (rs3903239, GORAB-PRRX1) and biliary disorders (rs2002042, ABCC2) were found have lower frequency. The G allele of rs2802292 from FOXO3A gene, associated with longevity in Japanese, German and French centenarians, was also found to be significant in this population (P=0.027). Pathway enrichment analysis revealed that the genes involved in oxidative stress, apoptosis, DNA damage repair, glucose metabolism and energy metabolism were significantly involved in increasing the longevity. Results of our study demonstrate the genetic basis of healthy aging and longevity in the population."
18,https://www.medrxiv.org/content/10.1101/2024.04.18.24305985v1,Sphincterotomy for Biliary Sphincter of Oddi Disorder and idiopathic Acute Recurrent Pancreatitis: THE RESPOND LONGITUDINAL COHORT,"AbstractObjective Sphincter of Oddi Disorders (SOD) are contentious conditions in patients whose abdominal pain, idiopathic acute pancreatitis (iAP) might arise from pressurization at the sphincter of Oddi. The present study aimed to measure the benefit of sphincterotomy for suspected SOD.Design Prospective cohort conducted at 14 U.S. centers with 12 months follow-up. Patients undergoing first-time ERCP with sphincterotomy for suspected SOD were eligible: pancreatobiliary-type pain with or without iAP. The primary outcome was defined as the composite of improvement by Patient Global Impression of Change (PGIC), no new or increased opioids, and no repeat intervention. Missing data were addressed by hierarchal, multiple imputation scheme.Results Of 316 screened, 213 were enrolled with 190 (89.2%) of these having a dilated bile duct, abnormal labs, iAP, or some combination. By imputation, an average of 122/213 (57.4% [95%CI 50.4-64.4]) improved; response rate was similar for those with complete follow-up (99/161, 61.5%, [54.0-69.0]); of these, 118 (73.3%) improved by PGIC alone. Duct size, elevated labs, and patient characteristics were not associated with response. AP occurred in 37/213 (17.4%) at a median of 6 months post-ERCP and was more likely in those with a history of AP (30.9 vs. 2.9%, p<0.0001).Conclusion Nearly 60% of patients undergoing ERCP for suspected SOD improve, although the contribution of a placebo response is unknown. Contrary to prevailing belief, duct size and labs are poor response predictors. AP recurrence was common and like observations from prior non-intervention cohorts, suggesting no benefit of sphincterotomy in mitigating future AP episodes.Key MessagesWHAT IS ALREADY KNOWN ON THIS TOPICWHAT IS ALREADY KNOWN ON THIS TOPICIt is not clear if the sphincter of Oddi can cause abdominal pain (Functional Biliary Sphincter of Oddi Disorder) and idiopathic acute pancreatitis (Functional Pancreatic Sphincter of Oddi Disorder), and whether ERCP with sphincterotomy can ameliorate abdominal pain or pancreatitis.WHAT THIS STUDY ADDSWHAT THIS STUDY ADDSUsing multiple patient-reported outcome measures, most patients with suspected sphincter of Oddi disorder improve after ERCP with sphincterotomy.Duct size, elevated pancreatobiliary labs, and baseline patient characteristics are not independently associated with response.There is a high rate of recurrent acute pancreatitis within 12 months of sphincterotomy in those with a history of idiopathic acute pancreatitis.HOW THIS STUDY MIGHT AFFECT RESEARCH, PRACTICE, OR POLICYHOW THIS STUDY MIGHT AFFECT RESEARCH, PRACTICE, OR POLICYSince a discrete population with a high (> 80-90%) response rate to sphincterotomy for suspected pancreatobiliary pain could not be identified, there is a need for additional observational and interventional studies that include phenotyping of patients using novel imaging or biochemical biomarkers.There remains a pressing need for quantitative nociceptive biomarkers to distinguish pancreatobiliary pain from other causes of abdominal pain or central sensitization.Discovery of blood-, bile-, or imaging-based biomarkers for occult microlithiasis and pancreatitis may be helpful in predicting who is likely to benefit from sphincterotomy."
18,https://www.medrxiv.org/content/10.1101/2024.04.18.24306051v1,High measles and rubella vaccine coverage and seroprevalence among Zambian children participating in a measles and rubella supplementary immunization activity,"AbstractPost-campaign coverage surveys estimate the number and proportion of previously unvaccinated children vaccinated during a supplementary immunization activity (SIA) but cannot address whether susceptible children seronegative to measles and rubella viruses were vaccinated during the SIA.We conducted a cross-sectional serosurvey nested within the November 2020 measles-rubella SIA in Zambia. Children aged 9 months to 5 years were systematically sampled at 30 SIA sites in Choma and Ndola Districts. A questionnaire was administered to the caregiver to collect the child’s demographic information and history of routine measles-rubella (MR) vaccination, and dried blood spot specimens were collected from the child. Specimens were tested for Immunoglobulin-G antibodies to measles and rubella viruses by enzyme immunoassay.Among children enrolled with MR vaccination data (N=2,364), 2,214 (94%) reported at least one routine MR dose before the SIA. We estimate 5.0% (118/2364) of children would not have otherwise received routine MR dose 1 without the SIA and 23.4% (553/2364) would not have otherwise received routine MR dose 2. Thus, 1 in 3.5 doses were given to an MR un- or under-vaccinated child who may not have received that dose in the absence of an SIA. Eighty-six percent of children were measles seropositive and 90% were rubella seropositive before vaccination during the SIA. Thirty-six percent of children with no prior routine MR dose were measles seropositive while nine percent of children with two prior routine MR doses were measles seronegative.Although children vaccinated during this SIA were highly likely to already have received routine vaccinations, the SIA reached a considerable number of susceptible children. Monitoring SIA effectiveness and efficiency is important to understand the benefits of vaccine delivery strategies in reaching un- and under-vaccinated children and may guide alternative strategies."
